Date;Sexe;Age;Rura;Card;Etud;pro;parent;parent2;Retraite;Regime_B;végétarien;diabétique;gluten;C_leg;C_frui;C_fec;C_lait;C_viaB;C_viaR;C_poi;C_indu;C_light;Pd_Frais;Crit_influe_C;Choix;Etiqt;Pub;5fj;5flj_p;reco;reco_P;A_patho;A_sante;Mangé_E;Repas;VF_Eq;VF_Su;VF_HO;VF_Fec;VF_soir;VF_saut;VF_Eq_Reg;VF_Eq_bon;VF_medi;pdp;modif;info;momnt;Qst;diét
2021-11-25 19:06:06.359;Femme;18-34;Citad;Sud;Bac+3;Etudiant;;;;Non;False;False;False;5 x par semaine;5 x par semaine;A tous les repas;Très rarement;3 x par semaine;3 x par semaine;Très rarement;5 x par semaine;Jamais;Oui;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;Je trouve que ça fait beaucoup en une journée ;Oui;Boire au moins 2 litres (pour les adultes)  d'eau par jour;Oui;Oui;Manger de tout en quantités suffisantes. Ne pas abuser et ne pas se priver;Plat : poêlée de légumes et viande rouge / Dessert : glace ou pâtisserie sucrée ;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Manger plus de légumes et diminuer la quantité de viandes (rouges ou blanches) aux repas ;Maintenant je mange plus de légumes (question précédente) pour perdre du poids;Oui;;;Le coût ou le manque de créneaux disponibles peut-être 
2021-11-25 19:10:26.938;Homme;+60;Rural;Sud;Brevet;Retraité;;;Artisan;Non;False;False;False;A tous les repas;A tous les repas;3 x par semaine;A tous les repas;1 x par semaine;3 x par semaine;1 x par semaine;3 x par semaine;Très rarement;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais;;Non;;Oui;Oui;viande ou poisson ou oeufs, laitage ;salade ou crudités, viande, féculents, laitages;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;éviter de manger des sucreries;non;Non;;;il faudrait peut être en partie remboursé les séances 
2021-11-25 19:31:13.376;Femme;35-60;Rural;Nord;Bac;Profession libérale;;;;Non;False;False;False;A tous les repas;5 x par semaine;Très rarement;1 x par jour;5 x par semaine;Très rarement;3 x par semaine;Très rarement;Très rarement;Oui;Gout;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;kcal;Non;Oui je connais;;Non;;Oui;Oui;"Pas de produits industriels ; peu de viande"; Soupe d légumes maison + viande blanche + yaourt nature + compote fruits;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;supprimer les extras (sucrés ou salés);non;Non;;;parce que ce n'est pas remboursé par la sécu.
2021-11-25 19:35:23.240;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;Cadre;;Non;False;False;False;A tous les repas;3 x par semaine;A tous les repas;1 x par semaine;Très rarement;Très rarement;1 x par semaine;1 x par semaine;5 x par semaine;Oui;Santé, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Le sucre et les calories;Non;Oui je connais, J'esaye d'appliquer;;Oui;Manger, bouger ;Oui;Oui;Manger a sa faim, en faisant plaisir mais en parvenant a son équilibre nutritionnel;Pates complètes, legumes poêlés et oeufs durs;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Augmenter les legumes pour être plus rassasiée;Limiter le sucre (c'est dur ça) ;Oui;;;Coût élevé, peur du jugement, peur d'être privé.e de sa nourriture préférée
2021-11-25 19:36:34.104;Femme;35-60;Rural;Sud;Brevet;Salarié;;;;Non;False;False;False;1 x par jour;1 x par jour;1 x par semaine;3 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;A tous les repas;3 x par semaine;Oui;Aliment rassasiant;Je regarde la provenance du produit;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Produit laitier, Eau, viande, poisson frais, salade;Oui je connais, Je n'applique pas;je ne le fais pas réguliérement mes courses, pour pouvoir l'appliquer;Non;;Oui;Oui;Viande, produits laitiers;crudités, viande, légumes, fruits;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;supprimer le sucre;non;Non;;;je sais pas
2021-11-25 20:06:12.719;Homme;35-60;Rural;Sud;Bac+3;Profession libérale;;;;Non;False;False;False;A tous les repas;A tous les repas;A tous les repas;1 x par jour;3 x par semaine;3 x par semaine;3 x par semaine;1 x par semaine;Jamais;Oui;Gout;Je regarde l'étiquette nutritionelle, Je regarde le prix;Composition (présence ou non d'additifs par exp) ;Non;Oui je connais, J'esaye d'appliquer;;Oui;Limiter l'apport en sucre;Oui;Oui;Variété et surtout essayer de limiter dans la mesure du possible les produits transformés de l'agro-alimentaire ;Protéines (animales et/ou végétales), légumes, féculents, fruit et dessert;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Limiter les sucres;Cela m'est arriver de diminuer l'apport en sucres raffinés lors de préparation à un marathon et privilégier des apports de différents sucres avec un index glycemique plus faible;Non;;;Méconnaissance de l'intérêt de cette profession et ne sont pas systématiquement aiguillés par leur médecin si besoin
2021-11-25 20:13:39.406;Femme;+60;Rural;Sud;Bac+3;Artisan;;;;Non;False;False;False;A tous les repas;1 x par semaine;3 x par semaine;3 x par semaine;1 x par semaine;Très rarement;1 x par semaine;Jamais;Jamais;Oui;Santé;Je regarde la provenance du produit;Le plus naturel;Non;Oui je connais;Bcp de légumes mais peu de fruits....par gout;Non;;Oui;Oui;Manger équilibré et se nourrir sans se remplir. Ne jamais être repue;Soupe butter nut au lait de coco gingembre, poisson papillote coriandre, un verre de vin tisane papillote coria;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Alléger le repas du soir, diminuer le pain  (complet bio);Peu de fromage , très très peu de laitage . Je digère mal;Oui;;;"Ignorance du métier, et les revues féminines ""pondent"" des menus régime uniformisé...:-(."
2021-11-25 20:14:55.315;Femme;18-34;Rural;Sud;Bac+3;Profession libérale;;;;Non;False;False;False;1 x par jour;5 x par semaine;1 x par jour;1 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Santé, Le prix;Je regarde le prix, Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Des plats sains sans trop de gras, de sel et surtout des produits frais !;Saumon en papillote avec une purée de patate douce;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Faire un rééquilibrage alimentaire pour manger en bonne quantité ;Non;Oui;;;Car pas assez d'informations sur la nutrition
2021-11-25 20:17:32.094;Femme;18-34;Rural;Sud;Bac+3;Etudiant;Salarié;Profession libérale;;Non;False;False;False;3 x par semaine;3 x par semaine;5 x par semaine;1 x par semaine;Jamais;5 x par semaine;1 x par semaine;3 x par semaine;Jamais;Non;Gout, Le prix;Je regarde le prix;;Non;J'esaye d'appliquer;;Non;;Oui;Oui;manger sainement, donc ne pas abuser des plats cuisinés à acheter mais à faire soi-même;Truffade;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;davantage varier les aliments;pratique du sport;Oui;;;je ne sais pas
2021-11-25 20:43:06.782;Femme;18-34;Citad;Sud;Bac +5;Cadre;;;;Oui;True;False;False;1 x par jour;1 x par jour;1 x par jour;1 x par jour;Jamais;Jamais;Très rarement;5 x par semaine;Très rarement;Oui;Gout;Je regarde l'étiquette nutritionelle;Nutriscore/yuka (note globale);Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;;Oui;Peu de viandes, manger de tout;Oui;Oui;Manger de tout en quantité raisonnables, ne pas se priver mais ne pas faire d’excès ;Céréales + légumineuses + légumes (ex: chili sin carne, taboulé…);Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Arrêter les sucreries et les excès d’aliments gras (fromage…);Arrêter la viande (et diminuer le poisson et le fromage), dans une démarche éthique ;Non;;;Prix / peut être pas de conviction sur l’efficacité 
2021-11-25 20:57:22.449;Femme;18-34;Rural;Sud;Bac+3;Salarié;;;;Non;False;False;False;A tous les repas;Très rarement;3 x par semaine;1 x par jour;1 x par semaine;3 x par semaine;1 x par semaine;Jamais;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Sucre et graisse;Non;Oui je connais, J'esaye d'appliquer;;Oui;Trop gras trop sucré trop sale ;Oui;Oui;Legume feculent et proteine, ne pas manger en trop grande quantité ;Lasagnes aux legules d'ete ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Manger moins le soir et prendre un jon petit dej (ralentir le fromage) ;Consomation responsable donc fruits et légumes de saison et de France ou au moins d'europe;Oui;;;Ils pensent que cest payant alors que cest remboursé par la secu !! 
2021-11-25 21:20:14.628;Homme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;1 x par semaine;1 x par jour;5 x par semaine;5 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Santé;Je regarde la provenance du produit;;Non;Oui je connais, Je n'applique pas;Contraignant ;Non;;Oui;Oui;Apports nutritionnels variés ;Féculents légumes viande rouge;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Je ne veux pas perdre de poids;Essayer d’intégrer plus de légumes pour favoriser les fibres musculaires ;Oui;;;Manque d’information à ce sujet plus probable coût onéreux 
2021-11-25 21:26:22.160;Femme;35-60;Rural;Sud;Bac+3;Salarié;;;;Non;False;False;False;A tous les repas;A tous les repas;1 x par jour;A tous les repas;3 x par semaine;3 x par semaine;3 x par semaine;Très rarement;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle;Les glucides;Non;Oui je connais;;Non;;Oui;Oui;Limiter la viande poissons gras ou debut de chaine bannir le sucre;Salade de tomates poissons haricots verts et pomme de terre vapeur pain complet un fruit;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Limiter les quantites;Je suis toujours en recherche de lequilibre alimentaire et je limite les sucres rapides. Mon seul pecher mignon le chocolat;Non;;;Parcqu ils ne veulent pas corriger le pb. Souvent un probleme de sucre
2021-11-25 21:29:39.014;Femme;18-34;Citad;Nord;Bac;Etudiant;;;;Non;False;False;False;3 x par semaine;1 x par semaine;A tous les repas;A tous les repas;5 x par semaine;5 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Non;Le prix;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Manger ni trop gras, sucré, salé                ne pas grignoter entre les repas;Oui;Oui;Prendre des parts equitables de chaques aliments (autant de feculent que de viande que de legume que de produits laitiers);Salade de tomates en entree, feculent et viande en plat, yaourt en dessert;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;J'enleverais le gouter, et je mangerais plus de legume ou fruits (j'en mange pas a chaque repas);Non;Non;;;Ils ne savent pas qu'ils peuvent y faire appel
2021-11-25 21:52:41.127;Femme;18-34;Rural;Sud;Bac;Etudiant;Agriculteur;;;Non;False;False;False;A tous les repas;Très rarement;A tous les repas;A tous les repas;5 x par semaine;1 x par semaine;3 x par semaine;Très rarement;1 x par semaine;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Le taux de glucide;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Faire attention au sucre, au sel, au grignotage;Salade verte saumon riz Yaourt coco fruit ;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Mangé plus de légumes, faire attention à la bonne répartition dans l'assiette ;La consommation de sucre en particulier dans les jus de fruit. Des que l'on commence la bouteille, il est difficile de s'arrêter ;Oui;;;Par peur de jugement, pour le coût 
2021-11-25 21:56:09.969;Femme;35-60;Rural;Sud;Bac;Profession libérale;;;;Oui;False;False;True;A tous les repas;1 x par jour;3 x par semaine;1 x par semaine;3 x par semaine;Très rarement;5 x par semaine;Très rarement;Très rarement;Oui;Santé;Je regarde le prix;;Non;Oui je connais;;Non;;Oui;Oui;important;poisson riz légumes de saison;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;enlever le gluten , sucre ;viande ça m'écoeure;Non;;;pas le temps
2021-11-25 22:03:45.888;Femme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;3 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;Très rarement;Jamais;Jamais;Oui;Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Kcal et sucre;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Varier ses aliments ;Wok de legume (courgette, aubergine, oignon, brocolis, tomate avec un filet d’huile d’olive);Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Reduire les portions d’aliment ;Les fruits et légume suivant les saisons ;Oui;;;Prix
2021-11-25 22:12:02.053;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;5 x par semaine;5 x par semaine;1 x par jour;1 x par jour;3 x par semaine;Très rarement;1 x par semaine;1 x par semaine;Très rarement;Oui;Le prix;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;2 fois par semaine des légumes secs ;Oui;Oui;Apport nutritif suffisant ;Du poulet avec des courgettes, carottes et pâtes ;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Manger plus de légume ;Non ;Oui;;;On pense qu'on peut rééquilibrer nos repas tout seul en faisant du sport à côté 
2021-11-25 22:13:23.614;Femme;18-34;Citad;Sud;Bac +5;Etudiant;;;;Oui;False;False;True;A tous les repas;A tous les repas;5 x par semaine;1 x par jour;3 x par semaine;Très rarement;1 x par semaine;Jamais;Jamais;Oui;Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;;Non;Oui je connais;;Oui;Faire du sport !;Oui;Oui;Savoir associer les aliments entre eux pour ne pas agresser le microbiote;Dahl de lentilles corail, patate douce au four, salade verte, pomme cuite au four à la cannelle ;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Stop les aliments pauvres et non complets;Sucre. À arrêter surtout s’il est raffiné.;Oui;;;Parce qu’ils préfèrent suivre ce qui se dit sur Insta ou dans les pubs…
2021-11-25 22:19:26.958;Homme;18-34;Rural;Nord;Brevet;Salarié;;;;Non;False;False;False;1 x par jour;A tous les repas;1 x par jour;Jamais;3 x par semaine;Jamais;1 x par semaine;Très rarement;Très rarement;Non;Santé;Je regarde l'étiquette nutritionelle, Je regarde le prix;Le tôt de sel matières grasses dont acides gras saturés, et les glucides dont sucrés ;Non;Oui je connais, J'esaye d'appliquer;;Oui;Ne mangé pas trop sucré et salé et buvez un verre d’alcool par jour mais pas tous les jours;Oui;Oui;Manger de tout mais pas trop sucré et salé;En entrée des carottes Rapé tomates avec un demi avocat En plat blanc de poulet riz avec haricots verts et en dessert une pomme;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Mettez le sel et le sucre et diminuer les quantités;J’essaye de limiter le sucre et le sel au maximum je ne mange plus de viande rouge et de produits laitiers je fais une journée fruits acides par semaine (journée tomates) Ça m’aide à performer dans mon activité sportive et je me sens mieux dans ma peau;Non;;;Soit ils n’ont pas le temps ou il pense que ça ne sert à rien ou qu’il n’en ont pas besoin
2021-11-25 22:23:38.766;Homme;18-34;Citad;Sud;Bac+3;Etudiant;Artisan;;;Non;False;False;False;A tous les repas;1 x par jour;A tous les repas;5 x par semaine;5 x par semaine;5 x par semaine;3 x par semaine;3 x par semaine;Très rarement;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde le prix;Glucides, lipides et dans les ingrédients les conservateurs;Non;J'esaye d'appliquer;Ca peut vite devenir cher;Oui;Ni trop gras, ni trop sucré, ni trop salé + manger local et frais + l'abus d'alcool si on compte ça comme de l'alimentation;Oui;Oui;Manger des produits frais et manger au bon moment en bonne quantité;2 portions de champignons, une de riz et une protéine (viande/poisson/truc veggie);Oui;Non;Oui, Non;Oui, Non;Oui, Non;Oui, Non;Non;Non;Oui;Moins de gras (fromage, fritures etc...) et plus de fruits/légumes;Moins de viande (surtout boeuf) pour des raisons écologiques et + de produits locaux/de saison;Oui;;;Par flemme en majorité mais parce que les gens ne se rendent pas compte du probleme ou sont dans le déni. Parfois les gens en sont conscients mais ont du mal à gérer leur argent que ce soit pour le diététicien ou acheter les bons produits. Y'a des cas où certains sont trop jeunes et dépendent des parents aussi. Et maintenant les gens peuvent aussi (bien ou mal) se renseigner sur internet
2021-11-25 22:23:55.504;Femme;18-34;Citad;Nord;Bac +5;Cadre;;;;Non;False;False;False;A tous les repas;3 x par semaine;A tous les repas;A tous les repas;1 x par semaine;1 x par semaine;3 x par semaine;1 x par jour;Jamais;Non;Gout, Le prix;Je me fie à l'attrait du marketing, Je regarde le prix;Nutriscore, absence de nitrates, conservateurs, arômes artificiels;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;Je n'y fais pas attention;Oui;Ne mangez pas trop gras, trop sucré, trop salé;Oui;Oui;De bonnes viandes, poissons et fruits et légumes frais, du marché;Poulet, aux champignons grillés, crème, riz, fruit frais. ;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Moins manger le soir (soupe...) et davantage le matin. ;Aliments riches en fer car j'ai souvent des carences;Oui;;;Prix
2021-11-25 23:03:03.482;Homme;18-34;Rural;Nord;Bac +5;Chomeur;;;;Non;False;False;False;A tous les repas;A tous les repas;5 x par semaine;5 x par semaine;5 x par semaine;3 x par semaine;1 x par semaine;Jamais;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Si le produit est transformé par des auditifs ;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Rester à l'écart des produits transformés ;Un repas composé de légumes, un peu de féculents, généralement une viande (mais pas forcément). Et un petit verre de vin aussi :D;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Encore une fois stopper les aliments transformés et reduire l alcool.;Manger sainement pour une bonne hygiène de vie sans soucis de santé ;Oui;;;"Manque d'éducation du public pour aller cers ce genre de praticien? Les gens veulent la facilité et se tourne vers les ""recettes miracles"" qui sont en fait remplies de saloperies... "
2021-11-26 02:05:43.048;Femme;18-34;Citad;Sud;Bac+3;Salarié;;;;Non;False;False;False;1 x par jour;Très rarement;5 x par semaine;A tous les repas;3 x par semaine;1 x par semaine;1 x par semaine;3 x par semaine;Jamais;Oui;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Taux de gras et de sucre ;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Je n'applique pas;J'aime pas trop les fruits;Non;;Oui;Oui;Légumes, protéine, féculents et produit laitier a tous les repas sauf le soir pas oblige viande ;Steak, courgettes, pain, yaourt nature ;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Eviter les goûters , les gateaux , le pain de mie (en gros eviter le sucre !);Diminution du sucre, pour la perte de poids ;Oui;;;Cher et non remboursé 
2021-11-26 07:44:24.447;Femme;18-34;Citad;Sud;Bac +5;Etudiant;Cadre;;;Non;False;False;False;A tous les repas;1 x par jour;A tous les repas;5 x par semaine;1 x par jour;3 x par semaine;Jamais;Jamais;Très rarement;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Calories ;Non;J'esaye d'appliquer;;Non;;Oui;Oui;Taux de sucre, sel, viande…;Féculent, légume, viande blanche + produit laitier ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Moins de viande rouge ;Non;Oui;;;Le coût ?
